"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.489050617E1,9.792277124E-4,7.879477926E-3,1.056384854E-2
7.490045117E1,2.312938916E-3,1.622688957E-2,1.132285036E-2
7.491039517E1,2.816058695E-4,5.546374246E-3,1.117933542E-2
7.492033917E1,9.598350152E-5,1.456570253E-2,1.235964894E-2
7.493028417E1,1.646794146E-3,5.671541207E-3,9.153876454E-3
7.494022817E1,2.607929055E-3,1.444745529E-2,9.877191857E-3
7.495017217E1,3.683580551E-3,1.207218319E-2,1.097283047E-2
7.496011617E1,1.637207344E-3,8.230306208E-3,1.174541377E-2
7.497006117E1,3.098412184E-3,9.155400097E-3,9.105297737E-3
7.498000517E1,-5.479878746E-4,5.064251833E-3,9.243248962E-3
7.498994917E1,1.137936022E-3,1.276416145E-2,9.177187458E-3
7.499989417E1,-2.516187262E-3,4.373339470E-3,1.109626051E-2
7.500983817E1,-5.831583403E-4,1.240676641E-2,9.089601226E-3
7.501978217E1,4.970198497E-4,1.089622173E-2,1.243692916E-2
7.502972617E1,-3.691207152E-3,1.638775133E-2,9.990594350E-3
7.503967117E1,-3.246992361E-3,4.144134000E-3,1.040072087E-2
7.504961517E1,-2.928620670E-3,9.909167886E-3,9.676060639E-3
7.505955917E1,-1.065206714E-3,-3.555774456E-3,1.007766556E-2
7.506950417E1,5.030322354E-3,1.223827433E-2,1.118245348E-2
7.507944817E1,1.847008243E-4,-2.945205895E-3,9.472969919E-3
7.508939217E1,6.125946529E-3,1.090003550E-2,1.018483378E-2
7.509933617E1,2.802321687E-3,1.600809861E-3,1.151880994E-2
7.510928117E1,3.820324317E-3,1.354127005E-2,1.129349135E-2
7.511922517E1,3.436829196E-3,-9.101065807E-4,8.122997358E-3
7.512916917E1,5.388821010E-3,3.341099713E-3,6.613736972E-3
7.513911417E1,3.323539626E-3,-7.423250936E-4,7.623874582E-3
7.514905817E1,6.290263962E-3,3.747584065E-3,8.177608252E-3
7.515900217E1,3.188213799E-3,2.278584521E-3,8.645527065E-3
7.516894717E1,-8.223466575E-4,8.181070443E-4,9.391148575E-3
7.517889117E1,-6.148866378E-4,6.352155935E-3,6.611607969E-3
7.518883517E1,-1.604677178E-3,-1.881539589E-3,7.154155988E-3
7.519877917E1,2.283765934E-4,7.296512835E-3,8.194919676E-3
7.520872417E1,-3.889083862E-3,-6.318099797E-3,8.076298982E-3
7.521866817E1,-2.995060757E-3,-8.594186511E-4,9.870736860E-3
7.522861217E1,-8.070138283E-3,-2.084736945E-3,8.862792514E-3
7.523855717E1,-4.083386622E-3,2.421597950E-3,9.462536313E-3
7.524850117E1,-7.344304118E-3,1.268396154E-4,1.183914393E-2
7.525844517E1,-3.399629612E-3,3.527962603E-3,9.037230164E-3
7.526838917E1,-1.775634009E-3,-3.409305587E-3,1.022073999E-2
7.527833417E1,8.174856193E-4,6.880882662E-3,7.733081002E-3
7.528827817E1,-4.058476537E-3,-4.430803470E-3,7.080589421E-3
7.529822217E1,-4.337043501E-3,7.886582986E-3,9.755202569E-3
7.530816717E1,-1.679565292E-3,-5.931674503E-3,8.363074623E-3
7.531811117E1,1.023809658E-3,4.689012188E-3,9.609966539E-3
7.532805517E1,-3.148792312E-3,-1.364541240E-4,7.761935238E-3
7.533799917E1,-2.359964419E-3,4.133924842E-3,1.153004356E-2
7.534794417E1,-1.195739023E-3,4.130193032E-3,7.665452547E-3
7.535788817E1,-6.631067954E-4,-3.242101520E-4,8.250549436E-3
7.536783217E1,1.019441523E-3,3.861300647E-3,9.135329165E-3
7.537777717E1,-2.865045331E-3,3.790194402E-3,1.113003679E-2
7.538772117E1,-1.871206798E-3,8.383082226E-3,1.224760804E-2
7.539766517E1,-3.322096542E-3,4.445065744E-3,9.777792729E-3
7.540760917E1,4.327469505E-4,1.035541855E-2,9.979285300E-3
7.541755417E1,-4.230181687E-3,3.257828299E-3,1.154948398E-2
7.542749854E1,-1.252559014E-4,1.410799101E-2,1.012723055E-2
7.543744254E1,-2.344201785E-3,-3.044896992E-3,9.875029325E-3
7.544738754E1,-1.229615416E-3,1.112924516E-2,8.298329078E-3
7.545733154E1,-6.987102795E-3,-8.000506088E-3,5.878847092E-3
7.546727554E1,1.533343457E-3,1.562164351E-2,6.340779830E-3
7.547722054E1,-4.016417544E-3,1.475997153E-3,9.057737887E-3
7.548716454E1,-8.688275702E-4,1.011662371E-2,7.261967752E-3
7.549710854E1,9.759438690E-4,2.192653716E-3,5.158070009E-3
7.550705254E1,3.039290197E-3,1.357917674E-2,7.432033308E-3
7.551699754E1,-1.942951698E-3,8.766045794E-3,6.709517911E-3
7.552694154E1,-2.020644955E-3,1.451643184E-2,5.660342518E-3
7.553688554E1,-2.290955745E-3,1.432921179E-2,8.615918458E-3
7.554683054E1,-5.239131860E-4,1.284041442E-2,3.807518631E-3
7.555677454E1,-6.456198171E-4,6.785984151E-3,5.284507759E-3
7.556671854E1,-2.646591514E-3,5.776741076E-3,4.450139590E-3
7.557666254E1,7.561291568E-4,1.616653241E-2,7.266965695E-3
7.558660754E1,-2.987631597E-3,1.296355389E-2,7.402345538E-3
7.559655154E1,-1.939411275E-3,2.443938144E-2,1.046764385E-2
7.560649554E1,-5.014251452E-3,5.750370212E-3,8.034455590E-3
7.561644054E1,7.027569227E-4,1.609968022E-2,7.553488947E-3
7.562638454E1,2.305020578E-3,7.644410245E-3,7.189482450E-3
7.563632854E1,2.706625266E-3,2.302256785E-2,7.913862355E-3
7.564627254E1,-4.849895835E-3,1.499119028E-2,1.038620062E-2
7.565621754E1,-7.468315773E-3,2.422250621E-2,9.841051884E-3
7.566616154E1,-9.823599830E-3,7.925372571E-3,1.030069590E-2
7.567610554E1,-5.230979528E-3,1.987364516E-2,8.251659572E-3
7.568605054E1,-6.490672939E-3,1.853025891E-2,5.254570395E-3
7.569599454E1,-2.837081905E-3,2.710989676E-2,9.826418944E-3
7.570593854E1,-1.452006400E-3,6.145851687E-3,6.562246010E-3
7.571588254E1,1.197306206E-3,1.653084904E-2,5.640525371E-3
7.572582754E1,-2.117954195E-3,2.237932757E-3,5.359076895E-3
7.573577154E1,1.305273036E-3,2.081720904E-2,2.821084112E-3
7.574571554E1,-3.139793873E-3,2.070038021E-2,5.571846850E-3
7.575566054E1,-4.490283318E-3,1.653785817E-2,3.414685838E-3
7.576560454E1,-2.558424603E-3,1.545661874E-2,6.203533150E-3
7.577554854E1,-2.826871350E-3,1.784014702E-2,7.362807170E-3
7.578549354E1,9.620597120E-4,2.132382616E-2,6.403708830E-3
7.579543754E1,-8.669993840E-4,5.000245757E-3,3.597802483E-3
7.580538154E1,4.716994241E-3,3.144481778E-2,6.598621607E-3
7.581532554E1,-2.102828585E-3,9.688124061E-3,7.744845934E-3
7.582527054E1,4.249364138E-4,2.782877535E-2,7.143205032E-3
7.583521454E1,-3.070995212E-3,1.457848400E-2,5.134915002E-3
7.584515854E1,6.072749384E-4,2.115072310E-2,4.438656382E-3
7.585510354E1,2.646191046E-3,1.028928719E-2,4.166215658E-3
7.586504754E1,4.159611184E-3,2.162449621E-2,6.632427219E-3
7.587499154E1,3.834971692E-3,1.137079485E-2,7.507808041E-3
7.588493554E1,1.293321839E-3,1.942987554E-2,6.791794673E-3
7.589488054E1,5.854518153E-3,1.747431606E-2,5.575794727E-3
7.590482454E1,6.054360885E-3,1.550304331E-2,6.904241629E-3
7.591476854E1,3.522493411E-3,1.567508280E-2,6.611294113E-3
7.592471354E1,5.092978012E-3,2.538399398E-2,9.952450171E-3
7.593465754E1,-5.715657026E-4,1.243623719E-2,9.252836928E-3
7.594460154E1,6.111850031E-3,2.371365950E-2,6.124797743E-3
7.595454554E1,2.358390717E-3,1.655721292E-2,4.062446300E-3
7.596449054E1,2.014474012E-4,1.659690216E-2,5.336596631E-3
7.597443454E1,1.573774032E-3,2.153519914E-2,6.216505542E-3
7.598437854E1,-1.281031407E-3,2.013463713E-2,6.684751250E-3
7.599432354E1,9.502377361E-5,1.813060977E-2,8.292235434E-3
7.600426754E1,-1.143901609E-4,9.531081654E-3,8.223713376E-3
7.601421154E1,3.716833424E-3,2.022101171E-2,7.481756620E-3
7.602415554E1,-4.586130381E-4,9.313856252E-3,7.229571231E-3
7.603410054E1,1.300405012E-3,2.911339328E-2,9.031466208E-3
7.604404454E1,-2.129106782E-3,1.470729150E-2,1.056524273E-2
7.605398854E1,-2.891037147E-3,3.129718825E-2,1.133063436E-2
7.606393354E1,-7.468244992E-3,8.474523202E-3,7.083740085E-3
7.607387754E1,-3.980834968E-3,2.704421245E-2,6.918890402E-3
7.608382154E1,-1.129529905E-3,1.137000229E-2,5.371609237E-3
7.609376654E1,1.958139008E-3,2.385490201E-2,8.606551215E-3
7.610371054E1,-1.658330206E-3,1.587979309E-2,3.445407376E-3
7.611365454E1,-2.140980214E-4,2.381681278E-2,3.691750579E-3
7.612359854E1,1.964900410E-3,2.090438083E-2,4.000676796E-3
7.613354354E1,-2.678054851E-3,2.831222862E-2,3.459256142E-3
7.614348754E1,-2.141356934E-3,2.372262441E-2,7.002716884E-3
7.615343154E1,-5.280690733E-3,1.886794902E-2,4.463392310E-3
7.616337654E1,-3.866748419E-3,8.165325038E-3,4.381492268E-3
7.617332054E1,1.551578753E-4,1.185087394E-2,3.205440473E-3
7.618326454E1,2.282810630E-3,2.525962517E-2,2.279882785E-3
7.619320854E1,-3.617156297E-3,1.404851489E-2,1.330199651E-3
7.620315354E1,7.019219920E-4,3.311044350E-2,1.246121246E-3
7.621309754E1,-5.138124339E-3,1.810832508E-2,5.759912543E-3
7.622304154E1,-4.592813086E-3,2.950905636E-2,7.690376602E-3
7.623298654E1,-7.453048136E-3,1.674026251E-2,6.129231304E-3
7.624293054E1,-1.903922297E-3,2.439525910E-2,5.902534351E-3
7.625287454E1,-3.998232540E-3,1.146721002E-2,9.511853568E-4
7.626281854E1,7.173507474E-4,2.412192151E-2,5.380444694E-3
7.627276354E1,-1.949538477E-3,9.520607069E-3,4.288548138E-3
7.628270754E1,-5.694003776E-4,2.869527787E-2,2.350127324E-3
7.629265154E1,5.057179369E-4,1.510223746E-2,4.231117666E-3
7.630259554E1,-1.226806082E-3,2.203427628E-2,8.766216226E-3
7.631254054E1,-1.170346979E-3,1.519474667E-2,7.279372774E-3
7.632248454E1,4.348163027E-3,2.422907017E-2,6.043321453E-3
7.633242854E1,1.109226840E-3,1.633785665E-2,5.285385996E-3
7.634237354E1,2.609633142E-3,2.480768412E-2,7.269486319E-3
7.635231754E1,-1.555271447E-4,1.245594304E-2,7.624219637E-3
7.636226154E1,1.031500055E-3,1.623604074E-2,2.292180434E-3
7.637220654E1,1.441893168E-3,1.296621002E-2,3.052779008E-3
7.638215054E1,1.419131178E-3,1.999446936E-2,3.401105292E-3
7.639209454E1,-3.655254841E-5,2.209650166E-2,5.527106114E-3
7.640203854E1,6.276732311E-4,1.454395056E-2,1.605805010E-3
7.641198354E1,9.533779230E-4,2.196138725E-2,4.016499035E-3
7.642192754E1,-8.754092269E-4,1.124430355E-2,2.210594248E-3
7.643187117E1,1.163773006E-3,2.088574506E-2,4.837382585E-5
7.644181617E1,-4.593376070E-4,9.546179324E-3,1.609345898E-3
7.645176017E1,-3.871656954E-4,1.974874921E-2,-2.622150816E-3
7.646170417E1,4.931888543E-4,8.605377749E-3,-4.083787091E-3
7.647164817E1,2.808807651E-3,2.006256208E-2,-4.768017679E-4
7.648159317E1,2.263858914E-5,1.378912106E-2,2.404690254E-3
7.649153717E1,1.331595704E-4,1.613776386E-2,1.057663467E-3
7.650148117E1,1.697611064E-3,1.120746136E-2,2.008444630E-3
7.651142617E1,3.687525168E-3,2.326359227E-2,1.096045598E-3
7.652137017E1,2.364961198E-3,1.262780931E-2,-1.958522480E-3
7.653131417E1,3.150859848E-3,1.877358556E-2,1.675893553E-3
7.654125817E1,1.804257743E-3,1.232420653E-2,1.035622321E-3
7.655120317E1,2.516387030E-3,1.394314133E-2,2.459348179E-3
7.656114717E1,1.479334896E-3,6.897661835E-3,6.395265460E-3
7.657109117E1,-1.563788392E-4,1.425730810E-2,2.683883999E-3
7.658103617E1,8.288496174E-4,1.480467711E-2,2.291350160E-3
7.659098017E1,-1.048678532E-3,6.706803106E-3,3.528121859E-3
7.660092417E1,4.384333733E-3,1.248507015E-2,9.458591230E-4
7.661086817E1,5.777699407E-3,1.758289337E-2,-9.524421766E-4
7.662081317E1,2.218255075E-3,3.093588352E-2,3.608220257E-3
7.663075717E1,-6.565116346E-3,7.980501279E-3,3.489975818E-3
7.664070117E1,9.915689006E-4,1.507578697E-2,4.336125217E-3
7.665064617E1,2.578683197E-4,2.478236100E-3,3.172590397E-3
7.666059017E1,2.287196927E-3,2.317446098E-2,2.770985477E-3
7.667053417E1,-1.189690083E-4,6.780572701E-3,4.034921527E-3
7.668047817E1,3.857130185E-3,1.844734885E-2,2.413056325E-3
7.669042317E1,2.917300910E-3,1.014334615E-2,1.483613160E-3
7.670036717E1,3.159882501E-3,1.773637906E-2,7.247024216E-3
7.671031117E1,3.599570366E-3,5.932717118E-3,5.837948993E-4
7.672025617E1,1.569231274E-3,1.930977777E-2,2.308081370E-3
7.673020017E1,1.755990088E-4,1.300980337E-2,3.844725899E-3
7.674014417E1,-3.418884706E-3,2.131665312E-2,5.947855767E-3
7.675008817E1,6.677359343E-4,1.517646760E-2,9.954413399E-4
7.676003317E1,-7.371185347E-5,1.840731502E-2,2.116411924E-3
7.676997717E1,3.388118930E-4,1.332147606E-2,2.798980102E-3
7.677992117E1,3.135310952E-3,1.932939515E-2,3.698236309E-3
7.678986617E1,4.704978317E-3,1.494077127E-2,-1.552718692E-3
7.679981017E1,3.704334376E-3,8.568437770E-3,-9.133578278E-4
7.680975417E1,4.901957698E-3,1.181562990E-2,9.290170856E-4
7.681969817E1,7.231673226E-5,8.525297977E-3,1.755115110E-3
7.682964317E1,4.142662510E-4,1.585405134E-2,1.249114517E-3
7.683958717E1,-5.483819637E-3,3.623037599E-3,3.290928435E-3
7.684953117E1,1.026810380E-3,1.744377799E-2,2.153492067E-3
7.685947617E1,-1.131480560E-3,-2.335596364E-3,7.410775870E-4
7.686942017E1,3.795634024E-3,1.114745624E-2,7.280283608E-4
7.687936417E1,6.691869814E-3,4.099656828E-3,-1.435085433E-3
7.688930817E1,5.421009380E-3,1.555471122E-2,-4.057739861E-4
7.689925317E1,4.059102852E-3,4.269475117E-3,2.022432629E-3
7.690919717E1,4.327283241E-3,4.999181256E-3,1.920966431E-3
7.691914117E1,3.818602068E-3,-1.101410016E-3,1.915938221E-3
7.692908617E1,1.690470148E-3,1.170067117E-2,3.219555598E-3
7.693903017E1,6.370861083E-4,-1.264923019E-3,-1.200555358E-3
7.694897417E1,1.833910588E-3,1.448838040E-3,-2.796575427E-5
7.695891817E1,6.729099900E-3,-4.269860685E-3,-2.277866937E-3
7.696886317E1,3.898958676E-3,3.610698972E-3,-6.176202092E-3
7.697880717E1,3.947411664E-3,5.989880301E-3,-2.247209195E-3
7.698875117E1,-9.685177356E-4,-6.677561905E-4,-3.593170550E-3
7.699869517E1,-2.295272425E-4,2.663677791E-3,-3.897758666E-3
7.700864017E1,-2.328364179E-3,3.197907936E-3,-1.566427527E-3
7.701858417E1,-5.361401942E-3,1.066133101E-2,1.162968576E-3
7.702852817E1,-9.335370734E-3,-3.336243331E-3,8.524442092E-4
7.703847317E1,-1.146871131E-3,-3.320696065E-3,6.107399240E-4
7.704841717E1,-1.100798603E-3,-1.129819546E-2,8.648056537E-4
7.705836117E1,-3.524510656E-3,4.981611855E-3,8.357139304E-4
7.706830517E1,-5.920290481E-3,-1.224158425E-2,1.129317097E-4
7.707825017E1,-1.823665574E-3,7.267062552E-3,1.193345524E-3
7.708819417E1,-5.728659220E-3,-6.698553450E-3,7.848166861E-4
7.709813817E1,-4.476706497E-3,5.385539494E-3,4.636393860E-4
7.710808317E1,-7.017895579E-3,-3.470003838E-3,8.956040256E-4
7.711802717E1,-2.855344675E-3,1.148860715E-2,-9.728549048E-5
7.712797117E1,-6.007195450E-3,-1.123591792E-3,-1.143375179E-3
7.713791517E1,-5.506842397E-3,-2.136394614E-3,-1.492671901E-3
7.714786017E1,-6.045866758E-3,2.833537292E-4,-3.137173830E-3
7.715780417E1,-6.293241400E-3,-5.895274691E-3,-3.158276435E-3
7.716774817E1,-1.865736675E-3,1.295005158E-2,2.178126015E-4
7.717769317E1,-6.813074462E-3,1.979512163E-3,-2.341767773E-3
7.718763717E1,-1.997546293E-3,7.680807263E-3,2.048719674E-3
7.719758117E1,-3.655005712E-3,8.163290098E-3,-1.812533708E-3
7.720752517E1,-1.983339433E-3,9.374761954E-3,-1.449811039E-3
7.721747017E1,-3.612661269E-3,-3.593580332E-4,-5.661600269E-3
7.722741417E1,-5.204964895E-3,4.439125769E-3,-2.972073853E-3
7.723735817E1,-4.783745389E-3,-7.507465780E-3,-4.474708345E-3
7.724730317E1,4.293923266E-4,6.736450829E-3,-4.150601570E-3
7.725724717E1,1.325759105E-3,-2.916177502E-3,-5.414428655E-3
7.726719117E1,5.886955187E-3,9.156730957E-3,-2.259115689E-3
7.727713517E1,-2.120868303E-4,-4.093460739E-3,-2.054050565E-3
7.728708017E1,8.611764759E-3,9.819159284E-3,-3.294550814E-3
7.729702417E1,4.990966991E-4,-6.424712949E-3,-3.008496948E-3
7.730696817E1,-1.677591354E-4,3.463337664E-3,-4.639150109E-3
7.731691317E1,2.542808652E-4,-6.779534277E-3,-5.359128583E-3
7.732685717E1,4.276186693E-3,6.694196723E-3,-5.709067918E-3
7.733680117E1,4.916614853E-4,-1.037754584E-2,-6.228038576E-3
7.734674517E1,6.672325544E-3,4.220304545E-3,-5.306052044E-3
7.735669017E1,8.495691232E-3,-3.033603076E-3,-6.791626103E-3
7.736663417E1,7.039474789E-3,-1.419428736E-4,-6.167381071E-3
7.737657817E1,1.086809114E-2,-6.050621159E-4,-4.479579162E-3
7.738652317E1,8.119974285E-3,1.357893366E-2,6.584576331E-4
7.739646717E1,1.725463662E-3,6.098178215E-3,-2.664636821E-3
7.740641117E1,-9.286426939E-4,9.087043814E-3,-5.969586782E-4
7.741635517E1,-6.726332940E-4,1.161050517E-3,4.774564877E-4
7.742630096E1,2.544131130E-4,-3.900819924E-3,-2.189166611E-3
7.743624496E1,4.927658476E-3,1.287354529E-2,1.694662031E-3
7.744618896E1,4.629650619E-3,1.392125385E-3,-5.139275454E-3
7.745613296E1,6.480547599E-3,8.367476985E-3,-2.785307355E-3
7.746607796E1,5.110351369E-3,-3.970149439E-3,-2.742696786E-3
7.747602196E1,9.898855351E-3,-1.903787255E-2,-2.836988308E-3
7.748596596E1,8.051953278E-3,7.120492868E-3,7.305820473E-4
7.749591096E1,-1.924918033E-4,1.441602968E-2,-1.622917829E-3
7.750585496E1,-2.625822090E-3,3.438734263E-2,7.623044774E-3
7.751579896E1,-1.855619065E-2,1.037531160E-2,4.201416392E-3
7.752574296E1,-6.276088301E-3,7.780061103E-3,8.041961119E-3
7.753568796E1,1.020722091E-3,-2.944402397E-3,-3.491584212E-4
7.754563196E1,3.180545755E-3,-1.187877543E-2,-2.591437660E-4
7.755557596E1,4.897509236E-3,5.798587576E-3,-2.824080409E-3
7.756552096E1,7.730846293E-3,1.815645397E-2,2.865230665E-3
7.757546496E1,3.427148797E-3,7.088540588E-4,5.246160552E-3
7.758540896E1,3.705715295E-3,-5.292845890E-3,-3.691148013E-4
7.759535296E1,3.935113084E-3,-1.849390566E-3,-3.408230841E-4
7.760529796E1,9.384740144E-3,6.551817060E-3,1.362001989E-3
7.761524196E1,-3.038593102E-3,5.145924166E-3,1.182942186E-3
7.762518596E1,-2.122731414E-3,2.253130451E-2,4.664759152E-3
7.763513096E1,-3.706372343E-3,-8.153192699E-3,1.414088998E-3
7.764507496E1,4.006674513E-3,-7.940672338E-3,-3.328201827E-3
7.765501896E1,3.658787813E-3,-3.896288341E-3,-1.025474863E-3
7.766496296E1,3.021759912E-3,3.932651598E-4,-2.961060265E-3
7.767490796E1,6.056165323E-3,-1.743473299E-2,-8.479129523E-3
7.768485196E1,1.541797630E-2,1.093721949E-4,-4.916885868E-3
7.769479596E1,3.183633555E-3,-1.708818786E-2,-5.632384680E-3
7.770473996E1,6.379177794E-4,1.258342061E-2,1.056622714E-4
7.771468496E1,-4.634500016E-3,1.110526384E-3,2.096156124E-3
7.772462896E1,-3.481084947E-3,1.572755165E-2,4.186470993E-3
7.773457296E1,-9.913559072E-3,-3.501978470E-3,2.807235811E-3
7.774451796E1,-1.341907773E-2,-4.007180221E-3,-4.490115680E-4
7.775446196E1,-5.371835548E-3,-1.142292283E-2,-4.638366401E-3
7.776440596E1,6.130863912E-4,-1.114435494E-2,-5.192836281E-3
7.777434996E1,1.166868210E-2,1.151949633E-2,-7.761486806E-3
7.778429496E1,2.625652356E-3,-1.993430033E-2,-6.925254129E-3
7.779423896E1,6.588812917E-3,-1.205613604E-3,-4.728098866E-3
7.780418296E1,5.397846922E-3,-2.502572956E-3,-1.629244769E-3
7.781412796E1,8.778940886E-3,6.837129593E-3,-7.729295176E-4
7.782407196E1,-1.000985503E-3,7.805684581E-4,-2.879677340E-4
7.783401596E1,2.945929999E-3,4.377974197E-3,-2.710331697E-3
7.784395996E1,-1.242423430E-3,-5.909816828E-3,-6.015580613E-3
7.785390496E1,1.192967175E-3,1.222702209E-2,-1.188992988E-3
7.786384896E1,-2.903240733E-3,1.088394783E-4,-2.196200425E-3
7.787379296E1,1.905174227E-3,1.532044075E-2,-1.848549582E-3
7.788373796E1,5.478870124E-3,-3.663369454E-3,-8.943211287E-3
7.789368196E1,4.351601936E-3,8.971398696E-3,-8.145419881E-3
7.790362596E1,-9.080583230E-3,-1.700853743E-2,-1.189515088E-2
7.791356996E1,1.765467227E-3,-1.463399269E-2,-6.639529020E-3
7.792351496E1,8.680098690E-3,9.209995624E-4,-5.581988022E-3
7.793345896E1,7.171453908E-4,9.896660224E-3,-1.225917367E-3
7.794340296E1,6.886092015E-3,1.840945520E-2,3.467638046E-3
7.795334796E1,4.640358966E-3,4.733597860E-3,2.489239909E-3
7.796329196E1,6.208498962E-4,1.196754258E-2,4.079679493E-3
7.797323596E1,-8.187329397E-3,-3.971930128E-3,-2.994396957E-3
7.798317996E1,1.527083106E-3,1.269306615E-2,-2.264424460E-3
7.799312496E1,-4.834087566E-3,2.089515328E-5,-4.510893486E-3
7.800306896E1,-6.904695183E-3,3.555442672E-3,-3.270393005E-3
7.801301296E1,-8.835600689E-3,-1.497118967E-3,-4.409208428E-3
7.802295696E1,-3.265347332E-4,-5.564298481E-3,-8.859883063E-3
7.803290196E1,1.792545198E-3,-3.537305631E-3,-5.359973758E-3
7.804284596E1,-8.017756045E-6,1.357164048E-2,-2.016108716E-3
7.805278996E1,1.028327970E-3,-1.279817335E-2,-4.641405307E-3
7.806273496E1,2.373756841E-3,1.903991587E-2,-2.007805277E-3
7.807267896E1,-6.798310205E-3,-5.384876858E-4,1.318498515E-3
7.808262296E1,-9.064127691E-3,1.055464335E-2,2.452739049E-3
7.809256696E1,-1.156724244E-2,-8.148752153E-3,-3.658668604E-3
7.810251196E1,-9.044695646E-3,-3.022433259E-3,-2.029613126E-3
7.811245596E1,-6.480188575E-3,-1.247140393E-2,1.779742539E-3
7.812239996E1,-4.479089286E-3,-5.033994559E-3,2.103050239E-3
7.813234496E1,-3.865691833E-3,-1.573667489E-2,-2.110727364E-3
7.814228896E1,3.719523083E-3,-6.306954660E-3,-1.683822600E-3
7.815223296E1,3.377362154E-3,-1.266519167E-2,-1.166497124E-3
7.816217696E1,5.108682904E-3,-1.080440823E-3,-3.773731645E-3
7.817212196E1,-1.141764689E-3,-1.059150789E-3,-7.262621075E-4
7.818206596E1,-3.714644816E-3,3.059960436E-3,7.105134428E-4
7.819200996E1,-5.823100451E-3,3.048870713E-3,1.327897888E-3
7.820195396E1,-7.342434023E-3,-8.903129958E-3,-1.096767373E-4
7.821189896E1,-4.303501453E-3,-2.206920180E-4,-1.931811450E-3
7.822184296E1,-6.150137167E-3,-8.429619484E-3,3.859377466E-4
7.823178696E1,-3.937009722E-3,-2.654901706E-3,-5.638236180E-4
7.824173196E1,-5.655281246E-3,-1.759337075E-2,-2.096473007E-3
7.825167596E1,7.084533572E-4,-2.389375353E-3,-4.695404321E-3
7.826161996E1,2.466612495E-4,-1.886075921E-2,-6.830993108E-3
7.827156396E1,7.452326827E-3,-3.394655185E-3,-3.355475143E-3
7.828150896E1,3.864782630E-3,-7.285267115E-3,-2.799939830E-3
7.829145296E1,-3.476156853E-4,-6.432328373E-4,-1.093760831E-3
7.830139696E1,-1.820876263E-3,-1.118216012E-2,-9.898976423E-4
7.831134196E1,2.281889319E-4,-7.344703190E-4,-9.510617238E-4
7.832128596E1,1.405306160E-3,-8.832077496E-3,-2.953913063E-4
7.833122996E1,-1.633501612E-3,-6.914443802E-4,-9.430735372E-4
7.834117396E1,-2.375192009E-3,-1.334731840E-2,-3.815292846E-3
7.835111896E1,-1.657876652E-3,-4.977178294E-3,-1.344662625E-3
7.836106296E1,-1.976653002E-4,-4.006456118E-3,-1.240266720E-3
7.837100696E1,3.211281495E-3,-6.657376885E-3,-2.282831818E-3
7.838095096E1,6.342626177E-3,-6.273615174E-3,8.045709692E-4
7.839089596E1,5.599338096E-3,-7.992153056E-3,-1.792277442E-3
7.840083996E1,4.679748323E-3,6.899710745E-3,5.208107643E-3
7.841078396E1,-5.098776426E-3,2.800128656E-3,2.410581801E-3
7.842072896E1,-8.706560358E-3,1.308978442E-2,2.644141205E-3
7.843067242E1,-1.121844258E-2,-1.393888425E-2,1.239841338E-3
7.844061642E1,-7.579499856E-3,9.301456623E-3,5.785785615E-4
7.845056042E1,-1.240170002E-2,-6.535379216E-3,9.035160765E-4
7.846050542E1,-4.723274149E-3,6.310910918E-3,3.680394497E-3
7.847044942E1,-4.835498054E-3,-1.835842431E-2,2.404409461E-3
7.848039342E1,6.083462387E-3,-4.540612921E-3,-2.626568079E-3
7.849033842E1,-1.548873261E-4,-1.308435854E-2,-3.828122281E-3
7.850028242E1,3.522671759E-3,4.626091104E-4,-1.091724262E-3
7.851022642E1,4.825729411E-3,-5.684338976E-3,-2.755887341E-3
7.852017042E1,6.771967281E-3,4.052710719E-3,-6.192963105E-3
7.853011542E1,5.368733313E-3,-1.129090879E-2,-2.668504138E-3
7.854005942E1,1.645101467E-3,-1.569737494E-2,-1.789661124E-3
7.855000342E1,2.244070405E-3,-9.110955521E-3,-2.944722306E-3
7.855994742E1,1.824090024E-3,2.343300497E-3,-6.637247279E-4
7.856989242E1,1.407758566E-3,4.839873873E-4,-3.823372535E-4
7.857983642E1,1.688189339E-3,5.864105187E-3,7.178145461E-4
7.858978042E1,-2.164455596E-3,-1.430576667E-3,-2.204393968E-5
7.859972542E1,-5.247597117E-3,-4.801606294E-3,5.417470820E-4
7.860966942E1,6.027258933E-4,-3.005896928E-3,1.255961601E-3
7.861961342E1,-3.072763793E-4,-1.057646517E-2,-2.189902356E-3
7.862955742E1,5.066886079E-3,-1.567240804E-3,-2.879989333E-3
7.863950242E1,1.638332615E-3,-1.138604898E-2,-1.746814232E-3
7.864944642E1,5.965155549E-3,9.251856245E-4,1.594657078E-5
7.865939042E1,3.607725492E-3,-1.325348392E-2,-1.363304676E-3
7.866933542E1,7.400207222E-3,-1.122069079E-4,-1.572112087E-3
7.867927942E1,3.025166225E-3,-1.199256815E-2,-3.013415029E-3
7.868922342E1,8.792115375E-3,9.244128596E-4,-5.996786058E-5
7.869916742E1,6.870112382E-3,2.473307308E-3,-2.271457110E-3
7.870911242E1,1.864352496E-3,1.008099318E-2,2.202559728E-3
7.871905642E1,-2.879802603E-3,-4.363460001E-3,-1.945047406E-3
